First Contact,Name,Gender,Email,Phone,Interest Building
2022-10-21,Hedwig Blümel,F,carinbachmann@kraushaar.com,877174894458,Building F
2022-10-05,Swen Hiller B.Sc.,F,sylvana87@waehner.com,876955696489,Building E
2022-10-24,Univ.Prof. Friedo Ziegert MBA.,F,edithawerner@aol.de,897468482956,Building C
2022-10-28,Lisa Trommler B.Sc.,F,amandaspeer@web.de,827230952325,Building E
2022-11-10,Gudrun Austermühle B.Eng.,M,zeljko14@aol.de,807587891645,Building G
2022-11-18,Dipl.-Ing. Leopoldine Kade B.Sc.,F,marc43@hoffmann.de,803095238293,Building G
2022-10-21,Amalie Jacobi Jäckel,M,pfischer@margraf.com,812500982782,Building A
2022-10-24,Nikolaus Sager-Reinhardt,M,gierschnerantonios@nerger.com,824138788698,Building F
2022-10-08,Dr. Gerhard Ruppert B.Sc.,M,heide-marie54@yahoo.de,861251077926,Building A
2022-11-12,Ing. Erdal Täsche,F,pkaester@kensy.de,877794401081,Building F
2022-10-25,Tatjana Thanel,M,piotr90@gmail.com,891820134552,Building F
2022-11-26,Roderich Gunpf,M,poelitzmeike@googlemail.com,826392885892,Building A
2022-10-02,Diane Plath,F,uroemer@hotmail.de,829647405531,Building A
2022-10-24,Univ.Prof. Nora Aumann B.Sc.,M,hermannhasso@web.de,819603456233,Building G
2022-11-21,Dr. Jonas Drewes,M,horst-guenter10@becker.com,852161843688,Building D
2022-10-16,Maik Zimmer-Mitschke,M,lenamende@schinke.com,820590038654,Building B
2022-11-07,Ing. Johann Finke MBA.,F,hans-ulrich94@faust.com,818894318077,Building G
2022-10-14,Kristiane Tröst,M,dietzphillip@web.de,858012175465,Building B
2022-11-18,Manfred Klemm-Lindner,M,walterivanka@web.de,858850870300,Building C
2022-11-01,Karoline Pärtzelt B.A.,M,raimundfaust@yahoo.de,829643534426,Building B
2022-10-26,Sylvio Hoffmann B.Eng.,F,muehlecemil@yahoo.de,822857360324,Building F
2022-11-11,Erhardt Renner,F,herthamitschke@gmail.com,849139043119,Building G
2022-11-25,Univ.Prof. Hans-Martin Dietz,F,hoevelwaldemar@schmiedecke.com,813125884963,Building B
2022-11-02,Jolanthe Henschel,M,peukertjenny@gmail.com,873711146851,Building A
2022-10-07,Gerhardt Etzler,M,bergerdetlef@hotmail.de,810096277756,Building B
2022-11-13,Lene Hendriks,F,rita83@gmail.com,832347487431,Building E
2022-10-06,Inge Speer,F,margotradisch@yahoo.de,851536680729,Building E
2022-11-14,Dr. Heino Mies,M,robertojungfer@krebs.net,860696473805,Building A
2022-11-26,Augustin Ritter,F,fliegnergerfried@gmx.de,861861779531,Building C
2022-11-12,Margarete Ullmann,M,graflidwina@gmx.de,837756688967,Building F
2022-11-23,Ursula Schmidt-Kensy,M,vstoll@aol.de,844518704315,Building E
2022-11-14,Willi Neureuther,M,klaere55@margraf.com,884330216559,Building D
2022-10-17,Käthe Lindner,M,heinz-guentherheydrich@bonbach.net,865106147024,Building E
2022-11-11,Hülya Lange,F,siegmar12@gmail.com,852238329992,Building D
2022-10-17,Eckart Niemeier,M,nadja44@davids.de,897067615564,Building C
2022-10-06,Edith Kraushaar,F,gerdcaspar@lindner.de,896235621857,Building F
2022-10-26,Frank-Michael Scheuermann,F,hildegartklingelhoefer@gmx.de,830950012958,Building G
2022-10-01,Frau Kreszentia Süßebier MBA.,M,eugen10@ebert.de,801433232170,Building B
2022-10-22,Marietta Scheibe-Martin,M,sbluemel@karz.org,895055073068,Building B
2022-11-24,Annamaria Benthin,F,ringdoerthe@web.de,881259432152,Building B
2022-11-03,Univ.Prof. Natalie Scholl B.A.,F,theodoros89@yahoo.de,802521116679,Building A
2022-10-07,Herr Herwig Becker,F,juettnerjana@googlemail.com,871964529513,Building B
2022-10-24,Reginald Nette-Kallert,M,anne-rose76@patberg.com,873178483254,Building D
2022-11-04,Samuel Fliegner,M,beata11@van.com,816427943802,Building G
2022-11-05,Felizitas Bachmann B.Eng.,F,gehringerselim@hartung.com,849992012697,Building D
2022-10-25,Dipl.-Ing. Zita Matthäi B.A.,F,herma85@oderwald.org,862818203253,Building G
2022-10-18,Ing. Maria-Theresia Berger,F,ekabus@heuser.de,816459187380,Building B
2022-10-28,Markus Hettner,M,hfoerster@aol.de,863195551333,Building F
2022-11-23,Damian Scheel-Schottin,F,roy09@hoevel.de,883304969231,Building C
2022-11-24,Univ.Prof. Lothar Kuhl B.Eng.,M,heinz-guenther15@ullrich.de,802635601603,Building E
2022-11-25,Traudel Kaul B.Eng.,M,kuhlgotthard@web.de,818856505804,Building F
2022-11-05,Suzanne Hesse,F,gebert@jacob.de,863359318000,Building A
2022-10-09,Alexandra Koch II,M,haenelmargret@ruppert.com,826265450240,Building G
2022-10-26,Raymond Holt-Fliegner,F,heinz-joachim06@aol.de,881915465470,Building G
2022-10-11,Roswita Ehlert B.Sc.,F,irma04@googlemail.com,838278896496,Building B
2022-10-01,Prof. Mirco Spieß,F,glachmann@langern.de,839569581787,Building E
2022-11-23,Elena Sager,M,magdalenebaum@patberg.de,852706012463,Building C
2022-10-20,Univ.Prof. Artur Rust B.Eng.,F,jbuchholz@kraushaar.com,850804302011,Building C
2022-11-16,Francesca Bachmann-Fiebig,M,alexandrekarge@soeding.de,889093325890,Building A
2022-11-24,Sigrid Ziegert-Wernecke,F,elisabetmaelzer@googlemail.com,898027917155,Building D
2022-10-16,Eugenia Fischer,M,bohnbachsalih@kusch.org,870352759044,Building D
2022-10-29,Justina Jähn,F,arnim11@waehner.org,816679421158,Building B
2022-11-17,Belinda Bender-Sölzer,F,vhornich@hornig.de,848890364105,Building E
2022-10-19,Ulla Seifert,M,biggenurte@gmx.de,882150895039,Building D
2022-11-25,Frau Dagmar Gute MBA.,F,yloechel@gmail.com,813979268230,Building C
2022-10-31,Henning Salz,F,holzapfelpero@dowerg.net,823190196267,Building C
2022-11-19,Käthe Hermann-Wagenknecht,M,pedrokreusel@web.de,854261770130,Building E
2022-11-08,Leila Drewes,F,ebertkorbinian@schuchhardt.org,830132127562,Building E
2022-11-24,Robby Geisel,F,christof02@ernst.com,890796320761,Building A
2022-10-18,Krystyna Hande-Heuser,F,elise40@nerger.de,809251797673,Building D
2022-10-21,Alfonso Bohlander,M,marlen73@schaefer.com,878322456122,Building B
2022-11-20,Herr Witold van der Dussen,M,sigmarsteinberg@hornich.net,865923028339,Building B
2022-10-01,Claudia Dehmel,F,istvanpaertzelt@googlemail.com,868023428436,Building E
2022-10-26,Jörgen Carsten-Höfig,F,arnfried77@jockel.de,800941587390,Building F
2022-11-09,Uta Beckmann,M,jetzler@geisler.de,821168544263,Building B
2022-11-06,Univ.Prof. Romana Rogge,F,berndtbinner@steckel.com,810881424150,Building F
2022-11-22,Paul-Gerhard Zimmer,F,qgiess@hotmail.de,850194645835,Building F
2022-10-13,Cristina Geisel,M,dgumprich@web.de,810824802519,Building E
2022-10-13,Herr Tony Kohl,M,leberhardt@yahoo.de,829239638453,Building E
2022-11-10,Nuran Metz,F,schweitzerjeannine@aol.de,895494805343,Building F
2022-11-13,Dogan Pieper-Gröttner,M,xjunitz@ebert.com,822279861546,Building A
2022-10-30,Gisbert Bolander,M,onoack@aol.de,858566696300,Building E
2022-10-22,Leo Scheuermann,F,mariuslindner@web.de,886663442797,Building C
2022-11-18,Betti Pergande,M,hbinner@doering.de,868367706764,Building B
2022-11-12,Hans-Ulrich Schmiedt,M,mohauptilija@gmail.com,832923854879,Building B
2022-11-11,Ing. Guenter Hendriks B.Eng.,F,lotharhauffer@rogner.com,868483379576,Building D
2022-11-01,Silvio Gierschner,M,anneliejopich@schueler.com,819793137974,Building F
2022-11-23,Dr. Burkhard Hauffer,F,taeschesophia@doerschner.com,876542598875,Building E
2022-11-28,Slawomir Schweitzer,F,jadwiga05@gmx.de,866668122948,Building G
2022-10-07,Prof. Gertrude Nerger,M,walterheiderose@yahoo.de,822615693930,Building F
2022-10-08,Ing. Miodrag Flantz B.A.,F,bekirhettner@spiess.de,831636086782,Building F
2022-10-10,Inna Hörle,M,mehdi92@bluemel.com,869975020983,Building B
2022-10-17,Prof. Flora Salz B.Sc.,M,elwira40@googlemail.com,863589651618,Building D
2022-10-15,Dr. Undine Rust,F,karolinaboerner@gnatz.org,839103680778,Building B
2022-11-19,Thea Haering,M,anneli71@web.de,896148092355,Building B
2022-11-07,Prof. Senta Gerlach,M,rfreudenberger@web.de,845467507453,Building B
2022-10-02,Adrian Döhn,F,weissmarieluise@bender.de,864665429817,Building C
2022-11-13,Isa Heser-Jungfer,F,kraushaaredelgard@kruschwitz.de,811453670548,Building G
2022-11-13,Josephine Tintzmann,F,kbauer@moechlichen.de,809011457991,Building F
2022-10-10,Brian Albers,F,helfried50@heinrich.org,892090206475,Building B
2022-10-11,Jens Wirth,M,evelyneloeffler@mentzel.com,818817646379,Building A
2022-10-10,Dipl.-Ing. Ilhan Hande,M,rberger@pohl.org,883314410372,Building C
2022-11-05,Herr Detlev Mangold,M,babette69@roerricht.org,882795644979,Building A
2022-10-23,Christiane Mülichen,M,annegretrudolph@web.de,875691500326,Building E
2022-10-25,Erdmute Hofmann,M,qhermighausen@kranz.de,819858834442,Building A
2022-10-19,Dr. Belinda Ackermann,M,riehlandre@gumprich.de,806708889998,Building C
2022-11-16,Hans-Ludwig Mühle,F,horniglisa@googlemail.com,806703090115,Building A
2022-10-01,Liesbeth Heintze,M,jaroslav63@eigenwillig.de,808287838152,Building E
2022-10-26,Klaus-Jürgen Liebelt,M,jutta01@yahoo.de,879859444385,Building E
2022-10-20,Jane Wilms-Henck,M,yring@yahoo.de,873176867476,Building F
2022-10-08,Stephanie Klemt,M,doerrnicolas@oestrovsky.com,834328209612,Building F
2022-10-07,Hans-Uwe Putz B.A.,F,michaeljohann@gmx.de,882841126442,Building D
2022-11-18,Annita Rohleder,F,erwin09@fiebig.com,865332898325,Building C
2022-11-17,Dipl.-Ing. Britt Bruder B.Sc.,M,usontag@web.de,893768279531,Building G
2022-11-25,Tilman Schleich B.Sc.,M,wojciechtrommler@haering.net,843298529385,Building F
2022-10-25,Margrit Ullrich,M,ruedigeroderwald@sontag.de,840662353898,Building E
2022-10-12,Klaus Peter Trüb B.Eng.,M,recepschmidtke@muelichen.de,847574720763,Building G
2022-11-11,Constance Zorbach,F,alfredofinke@hartung.com,863530658222,Building C
2022-11-17,Marcus Hövel MBA.,M,liliana49@koehler.com,820331979178,Building C
2022-11-19,Univ.Prof. Babett Süßebier MBA.,F,karl-hermann00@googlemail.com,881731367859,Building G
2022-11-03,Anne-Marie Stolze,F,martina70@aol.de,893940826881,Building C
2022-10-24,Domenico Dippel,F,xtrupp@grein.org,806288380588,Building C
2022-10-02,Bernfried Krause,F,hannestiffel@adolph.de,884402961806,Building B
2022-10-31,Virginia Löffler B.Eng.,F,augustdoering@rudolph.com,820472909195,Building G
2022-10-22,Prof. Albina Textor B.Eng.,F,hoefigjonas@schleich.com,834929313176,Building C
2022-10-28,Emilie Jähn B.A.,M,silja44@googlemail.com,852872892234,Building A
2022-10-24,Valeska Schweitzer B.Eng.,F,ernst-auguststeinberg@weihmann.de,859595647424,Building E
2022-11-10,Steffi Kallert,F,luis27@web.de,823756103043,Building D
2022-11-29,Claire Matthäi,M,kathrintrapp@kuhl.com,861017069356,Building A
2022-10-13,Antonio Junken,M,andrey15@soeding.de,886073063728,Building C
2022-10-31,Jenny Bruder,M,alfmeyer@pechel.com,837869048078,Building A
2022-10-26,Abbas Keudel-Römer,M,nataschaweinhold@hentschel.de,876196407288,Building A
2022-10-13,Hans-Michael Heintze,M,hans-erichsontag@aol.de,833102307315,Building E
2022-11-25,Univ.Prof. Damian Wohlgemut B.Eng.,F,apolloniahess@yahoo.de,861840427552,Building F
2022-10-20,Edit Hahn,M,mariannehenck@schmiedt.de,849531630276,Building C
2022-10-07,Klaus Peter Hofmann B.Sc.,F,ehlertguenther@doerr.com,827213622764,Building G
2022-10-24,Siegward Bolander,M,kitzmannraphaela@mende.org,826937860100,Building C
2022-11-27,Yvonne Kitzmann,F,jelena91@web.de,858019606511,Building D
2022-10-21,Herr Ralf-Dieter Dobes B.Sc.,M,pneureuther@saeuberlich.com,801297439715,Building B
2022-11-11,Clarissa Mitschke,F,grafstjepan@gmail.com,818643588676,Building C
2022-11-16,Utz Weihmann,M,nilsjaekel@hotmail.de,846135953749,Building A
2022-10-11,Marlene Löwer,F,vreinhardt@aol.de,877215016092,Building C
2022-10-23,Evelyn Gnatz,F,christof81@koehler.de,819271246488,Building A
2022-10-14,Sybilla Lachmann,M,junitzfalko@mitschke.de,841408116203,Building D
2022-11-22,Henner Renner,F,wolframkaul@aol.de,837851741246,Building G
2022-10-10,Herr Tomasz Gierschner B.Sc.,M,gisberteigenwillig@hotmail.de,865402816877,Building F
2022-11-08,Julian Rosemann,M,lilija78@wulff.de,876445735445,Building A
2022-11-23,Irmi Hein B.Sc.,M,reisingkornelius@seidel.de,847126706405,Building A
2022-11-07,Jan-Peter Mosemann,F,eigenwilligelisabeth@weller.com,880339215470,Building F
2022-11-08,Apollonia Zahn,F,junkfrank-michael@googlemail.com,821284578432,Building A
2022-10-25,Caterina Trub-Wieloch,F,xetzler@bohlander.org,817807387384,Building B
2022-11-01,Dimitri Keudel-Etzold,M,christlziegert@gmx.de,829952361393,Building E
2022-10-09,Elvira Reinhardt,M,baerergisbert@hotmail.de,800558309323,Building E
2022-10-01,Ludger Adolph,F,hilma00@hotmail.de,848512817569,Building E
2022-11-15,Herr Ismail Weller,M,langernkatherina@hotmail.de,886925765176,Building F
2022-11-24,Pierre Döring,M,fscheibe@heinz.org,831911890486,Building D
2022-10-15,Univ.Prof. Erdmute Röhrdanz,M,dianaweihmann@gmx.de,842607576522,Building G
2022-11-06,Marlis Juncken,M,madlenpruschke@aol.de,864946047389,Building A
2022-10-06,Ing. Hans-Walter Klemt,M,heringnikolai@web.de,879768065930,Building C
2022-10-09,Dr. Salvatore Riehl,M,philip37@yahoo.de,874231623976,Building B
2022-10-08,Hans-Gerhard Zobel,M,benthintheresa@web.de,823401294805,Building G
2022-11-10,Dipl.-Ing. Aynur Schuster,M,qmartin@gmail.com,862484021458,Building G
2022-11-27,Otto Plath,M,birnbaumingried@buchholz.de,835462970673,Building A
2022-10-04,Dipl.-Ing. Ingetraud Plath,M,vbruder@jaehn.de,898860823484,Building D
2022-11-29,Frau Bärbel Noack,M,constance45@loewer.de,820904645004,Building D
2022-11-28,Francis Hande,F,bwirth@aol.de,854541471702,Building F
2022-11-01,Hans-Rainer Thies,M,veitroerricht@bluemel.org,856187688544,Building A
2022-10-05,Hartwig Weihmann,F,walentina40@soelzer.de,888857782931,Building F
2022-10-03,Dietrich Schuchhardt,F,nadinkohl@lorch.com,816824210965,Building A
2022-10-23,Victor Rust,M,franciswulf@eberhardt.com,882467034626,Building C
2022-10-21,Niels Lindau,M,saskia63@hotmail.de,869670547662,Building E
2022-11-15,Heiner Dobes,M,jhendriks@googlemail.com,816514829019,Building F
2022-10-19,Herr Eckart Barth B.Sc.,M,tintzmannluka@gmx.de,881690514431,Building E
2022-11-25,Stefani Hentschel,F,loechelaugust@gnatz.com,859106396278,Building G
2022-11-13,Michel Hettner,F,elisabethdussen-van@loos.de,860862837547,Building C
2022-10-21,Anna-Maria Steinberg,F,rhornig@schlosser.net,845770097108,Building C
2022-11-23,Hans-H. Speer MBA.,F,heinz-willi81@gmx.de,893218031627,Building C
2022-10-22,Ing. Amalie Holt MBA.,F,vadim41@gmail.com,820997104839,Building G
2022-10-02,Dr. Wladimir Reinhardt MBA.,F,trudekade@pohl.com,883781763711,Building F
2022-10-20,Heinz-Wilhelm Hänel,M,antofranke@doering.net,891090070840,Building F
2022-11-11,Dr. Bernard Renner,F,schmidtortrud@neuschaefer.de,832105367210,Building D
2022-10-27,Goran Krebs-Eigenwillig,F,hans-theo17@web.de,867652449881,Building G
2022-10-18,Helmar Hörle,M,michazimmer@nerger.de,890757436180,Building G
2022-11-13,Ahmad Schinke-Bohlander,M,samiraoderwald@juncken.com,865591806383,Building B
2022-10-29,Kazim Rosemann,M,wally07@preiss.com,869019482302,Building A
2022-10-22,Prof. Paulina Jockel,F,xmeyer@googlemail.com,804268498605,Building C
2022-11-07,Univ.Prof. Camilla Birnbaum,F,bohlandergertraut@gmail.com,860239729420,Building F
2022-10-02,Melanie Fliegner,M,christine80@yahoo.de,885250998129,Building C
2022-10-15,Dipl.-Ing. Johanna Bauer MBA.,F,burkhardtkensy@weitzel.net,806345188409,Building A
2022-11-19,Meinolf Ditschlerin,M,gino57@hotmail.de,825337590259,Building G
2022-11-20,Tadeusz Täsche,M,cindyjunitz@huebel.org,896603789981,Building D
2022-11-16,Univ.Prof. Gerlinde Bonbach,M,lucieschaaf@renner.de,817202350808,Building E
2022-10-26,Sinaida Holzapfel-Henk,F,faustalexandros@yahoo.de,858397493314,Building A
2022-11-04,Univ.Prof. Mandy Jacobi Jäckel,F,paul-gerhardmatthaei@hotmail.de,823958591150,Building B
2022-11-06,Prof. Arno Davids B.Eng.,M,karolina60@stiebitz.com,818086870086,Building D
2022-10-29,Harro Schacht,F,kurt00@wieloch.de,866198826101,Building A
2022-10-10,Reingard Jacobi Jäckel,F,auch-schlauchinilja@gmx.de,874162848318,Building A
2022-11-14,Marijan Riehl,M,wvan-der-dussen@gmx.de,841762944719,Building E
2022-10-08,Hermann Jessel,F,urszula17@langern.de,821683107455,Building D
2022-10-05,Ing. Jonas Schmiedt,M,elviraeckbauer@hotmail.de,867861475497,Building F
2022-10-06,Lucie Zirme-Siering,F,whuhn@web.de,881919832391,Building B
2022-11-19,Ing. Gilbert Lehmann,F,ralf-dieterkrebs@gmail.com,897761398572,Building A
2022-10-05,Gisbert Mielcarek B.Eng.,M,bohnbacholivia@hotmail.de,809293632161,Building A
2022-10-10,Dipl.-Ing. Zenta Hübel B.A.,F,antje24@huhn.de,819987589916,Building E
2022-10-12,Hilma Weihmann,M,mariannawalter@klapp.com,814549901007,Building G
2022-10-31,Natalie Weimer,M,gierschnerdietlind@misicher.com,885787970407,Building A
2022-10-15,Dipl.-Ing. Erna Ditschlerin,M,foersterclara@gmx.de,843324488709,Building A
2022-11-23,Dusan Weinhage-Schuchhardt,M,bernadettewernecke@christoph.net,894495492590,Building C
2022-11-11,Edeltraut Hendriks B.A.,F,erica86@yahoo.de,809007132550,Building C
2022-10-27,Tania Heser B.Eng.,F,hans-wolfgangsegebahn@henk.org,836104522496,Building A
2022-11-19,Prof. Friedlinde Stiffel B.A.,M,lindnerfranz-peter@aol.de,837698648692,Building E
2022-11-29,Ferenc Weihmann,M,beckmannberta@hotmail.de,814715750224,Building E
2022-11-28,Nadeschda Jopich MBA.,F,ritteranne-katrin@aol.de,824740907920,Building A
2022-11-14,Klaus-Günter Hertrampf,F,ldobes@scholtz.com,812672069298,Building A
2022-11-11,Paula Kohl B.Eng.,M,anikadrub@gmx.de,816248981700,Building A
2022-10-31,German Finke,M,seifertaugust@hotmail.de,807619542286,Building A
2022-10-05,Karen Mülichen,F,rotraut02@gmail.com,822770465434,Building B
2022-11-16,Alexei Haase,F,johanntheobald@kuehnert.com,800420716518,Building G
2022-11-08,Bernward Möchlichen B.Sc.,M,zirmetim@peukert.com,868841463411,Building E
2022-11-09,Frau Anne-Katrin Hande,F,ahmethering@raedel.de,812167047275,Building B
2022-11-08,Teresa Röhrdanz B.Eng.,F,lenahesse@gmail.com,856730270646,Building C
2022-11-09,Henrike Gumprich,F,pklotz@gmail.com,877054545746,Building D
2022-10-18,Dipl.-Ing. Annelise Gumprich,F,margaretebaum@gmail.com,879830977512,Building B
2022-10-19,Annamaria Davids,F,cord21@gmx.de,848261848906,Building C
2022-11-10,Annelene Girschner-Matthäi,M,apeukert@hornich.com,852244621332,Building G
2022-11-05,Roselinde Stahr,M,dkoch@gmail.com,881878747842,Building A
2022-10-13,Donald Eimer,F,pero41@gmail.com,885372758168,Building C
2022-11-06,Theres Jäkel,M,haasegenoveva@aol.de,879675701730,Building E
2022-11-24,Eugenie Matthäi,F,pechelrudolf@gmail.com,846242635118,Building F
2022-11-13,Milos Knappe,M,gotthold11@renner.de,837230235694,Building D
2022-11-04,Univ.Prof. Samuel Blümel,M,hans-theo53@gmail.com,844343249319,Building A
2022-10-05,Eckehard Albers,F,nniemeier@kuhl.com,869924814823,Building B
2022-11-27,Laszlo Junitz-Hettner,F,maximehlert@gierschner.org,883904426929,Building G
2022-11-10,Nermin Sager,M,yhettner@wirth.com,829153995243,Building C
2022-10-22,Edelgard Krebs,F,burghard98@aol.de,899963806138,Building E
2022-10-14,Christoph Wirth,M,dogan90@wernecke.de,897702647523,Building D
2022-11-25,Liesel Kreusel,M,preissfatma@gute.net,830074406879,Building A
2022-11-20,Catharina Geisler,M,klaus-guenter57@schleich.com,882502567072,Building D
2022-11-28,Songül Köster-Freudenberger,M,gislindeackermann@lehmann.org,806079315591,Building E
2022-11-03,Nuray Hethur,F,bschuster@googlemail.com,857894522008,Building B
2022-11-20,Hans-Otto Heser B.A.,M,ygeisler@eimer.de,890451974193,Building F
2022-10-15,Rosalie Kobelt,M,etzoldsusana@hotmail.de,847304084073,Building A
2022-10-04,Stanislaw Zirme,F,itrapp@pruschke.com,810791569057,Building B
2022-11-09,Katarina Junitz,F,rudolphdorothe@paffrath.com,833161833114,Building C
